INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
686,3180,0,46,0,11,"$98,572",No,$0,z_No,M,Bachelors,z_Blue Collar,27,Commercial,"$17,020",1,Van,no,"$4,538",2,No,7,10,Highly Urban/ Urban
687,3439,1,37,2,13,"$80,183",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,"$15,500",4,Minivan,no,"$8,385",1,No,7,12,Highly Urban/ Urban
688,5430,0,22,0,0,$0,No,$0,z_No,M,<High School,Student,22,Private,"$3,700",3,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
689,3736,0,60,0,0,$0,No,"$108,148",Yes,z_F,<High School,Student,30,Private,"$7,500",4,z_SUV,no,"$8,739",1,No,4,1,Highly Urban/ Urban
690,3140,0,49,0,10,"$43,676",No,,z_No,z_F,z_High School,z_Blue Collar,22,Commercial,"$10,770",4,z_SUV,no,"$9,230",1,No,3,7,Highly Urban/ Urban
691,4482,0,36,2,10,"$27,370",Yes,$0,z_No,M,z_High School,z_Blue Collar,25,Commercial,"$13,670",4,Minivan,no,"$4,318",1,No,3,7,Highly Urban/ Urban
694,243.49227717,0,47,0,7,"$69,496",No,$0,z_No,M,z_High School,Professional,43,Commercial,"$24,310",10,Panel Truck,yes,$0,0,No,0,,Highly Urban/ Urban
695,20882.800031,0,49,0,10,"$41,068",No,$0,z_No,M,z_High School,z_Blue Collar,28,Commercial,"$21,130",6,Van,yes,"$7,463",2,No,0,1,Highly Urban/ Urban
696,2610,0,45,1,9,"$51,221",No,"$166,715",Yes,M,<High School,Clerical,51,Private,"$16,550",1,Minivan,yes,$0,0,No,1,6,Highly Urban/ Urban
697,5692,0,32,1,11,"$6,622",No,$0,Yes,z_F,z_High School,Student,22,Private,"$1,500",6,Sports Car,no,$0,0,No,0,7,Highly Urban/ Urban
701,2235,0,51,0,,"$104,346",No,"$319,207",Yes,z_F,z_High School,z_Blue Collar,33,Commercial,"$24,860",17,Minivan,no,"$2,131",1,No,3,1,Highly Urban/ Urban
702,1187,1,41,1,10,"$96,166",No,"$241,382",Yes,z_F,Masters,Lawyer,29,Private,"$15,220",1,z_SUV,no,$0,0,Yes,1,8,Highly Urban/ Urban
703,294.68102254,0,56,0,9,"$47,847",No,"$178,445",Yes,z_F,Bachelors,z_Blue Collar,49,Commercial,"$11,880",1,Sports Car,no,$0,0,No,4,12,Highly Urban/ Urban
705,4550,0,31,1,11,"$38,453",Yes,"$163,602",z_No,z_F,z_High School,z_Blue Collar,9,Commercial,"$17,360",6,Pickup,no,"$8,153",1,No,8,1,Highly Urban/ Urban
706,3149,0,53,0,0,,No,$0,z_No,z_F,Masters,Home Maker,48,Commercial,"$41,470",11,Panel Truck,no,"$1,797",3,No,4,13,Highly Urban/ Urban
710,7084,0,42,0,11,"$50,009",No,$0,z_No,M,Masters,,64,Commercial,"$17,000",1,Van,no,$0,0,No,3,14,Highly Urban/ Urban
711,1131.3474363,0,52,0,12,"$37,388",No,$0,z_No,M,<High School,z_Blue Collar,26,Commercial,"$7,310",4,Pickup,yes,"$19,685",3,Yes,4,1,Highly Urban/ Urban
712,4361,0,45,0,10,"$61,696",No,"$207,862",Yes,M,Bachelors,Professional,43,Private,"$18,090",4,Van,yes,$0,0,Yes,1,12,Highly Urban/ Urban
715,4446,0,27,1,12,"$22,252",Yes,$0,z_No,z_F,<High School,z_Blue Collar,33,Private,"$14,070",1,z_SUV,no,$0,0,No,1,7,Highly Urban/ Urban
717,3007,0,40,0,7,"$30,631",No,$0,z_No,M,<High School,z_Blue Collar,50,Commercial,"$11,510",4,Pickup,yes,$981,3,No,5,1,Highly Urban/ Urban
719,2551.2314512,0,57,0,10,"$28,617",No,"$183,202",Yes,z_F,z_High School,Clerical,40,Private,"$17,850",6,z_SUV,no,"$8,579",2,No,5,7,Highly Urban/ Urban
720,1205.5032185,0,38,1,12,"$48,793",Yes,$0,z_No,M,z_High School,z_Blue Collar,34,Private,"$4,900",4,Pickup,yes,$0,0,No,0,6,z_Highly Rural/ Rural
721,3748,0,25,2,12,"$26,906",Yes,$0,z_No,z_F,z_High School,Clerical,10,Private,"$4,000",1,Sports Car,no,"$23,451",2,Yes,8,8,Highly Urban/ Urban
723,4519,0,50,0,7,"$72,306",No,"$193,868",Yes,M,Masters,Lawyer,57,Private,"$14,500",1,Minivan,yes,"$9,583",1,No,0,12,Highly Urban/ Urban
724,39728.799094,2,41,2,12,"$64,957",No,"$209,019",Yes,M,Masters,,47,Commercial,"$12,100",5,Pickup,no,"$6,936",2,No,8,7,Highly Urban/ Urban
725,18460.845958,0,52,0,0,$0,No,$0,z_No,z_F,PhD,Home Maker,41,Private,"$6,400",1,Sports Car,no,"$6,966",4,No,5,11,Highly Urban/ Urban
726,1760,1,36,1,8,"$90,886",Yes,$0,z_No,z_F,Masters,Lawyer,46,Private,"$30,790",1,Pickup,no,"$11,692",1,No,1,17,Highly Urban/ Urban
727,4370,0,52,0,14,"$7,356",No,$0,Yes,M,z_High School,Student,20,Private,"$3,030",1,Minivan,no,"$6,796",2,No,0,7,Highly Urban/ Urban
728,3993,0,46,0,7,"$71,869",No,"$246,071",z_No,M,Masters,Professional,20,Commercial,"$11,180",17,Pickup,no,"$4,839",3,No,7,15,Highly Urban/ Urban
730,6804.3191046,0,53,0,12,"$72,537",No,$0,z_No,M,Bachelors,z_Blue Collar,23,Commercial,"$18,880",1,Van,yes,$0,0,No,3,1,Highly Urban/ Urban
732,8641.3006838,0,67,1,14,,No,"$219,318",Yes,z_F,z_High School,Professional,66,Private,"$12,690",1,z_SUV,no,"$21,525",2,Yes,3,1,Highly Urban/ Urban
734,2091,0,34,1,0,$0,Yes,$0,z_No,z_F,z_High School,Home Maker,22,Private,"$10,510",4,z_SUV,no,"$4,422",3,No,9,1,Highly Urban/ Urban
735,2186,0,35,0,12,"$58,310",No,$0,z_No,M,z_High School,z_Blue Collar,33,Private,"$8,470",1,Pickup,no,$0,0,No,2,1,Highly Urban/ Urban
736,3404,0,41,0,11,,No,$0,z_No,z_F,Bachelors,z_Blue Collar,49,Commercial,"$13,070",6,Sports Car,no,"$2,932",3,No,7,13,Highly Urban/ Urban
737,4267,0,44,0,,$0,No,$0,z_No,z_F,Masters,Home Maker,27,Private,"$5,900",4,z_SUV,no,$0,0,No,2,11,Highly Urban/ Urban
738,8812.2426272,0,37,0,10,,No,$0,z_No,M,z_High School,z_Blue Collar,21,Commercial,"$8,360",1,Pickup,yes,"$17,775",2,Yes,0,11,Highly Urban/ Urban
739,2635,0,34,3,5,"$42,025",No,"$138,760",Yes,M,z_High School,z_Blue Collar,38,Commercial,"$4,900",1,Pickup,no,$0,0,No,0,9,Highly Urban/ Urban
740,1941,1,37,2,13,,Yes,$0,z_No,z_F,z_High School,z_Blue Collar,62,Commercial,"$16,790",1,Minivan,no,"$17,919",2,Yes,7,,Highly Urban/ Urban
741,3501,0,46,0,12,"$24,139",No,$0,z_No,M,<High School,Clerical,41,Commercial,"$8,510",4,Pickup,no,$0,0,No,4,1,Highly Urban/ Urban
742,4056,0,39,0,7,"$36,141",No,$0,z_No,M,z_High School,z_Blue Collar,27,Commercial,"$15,820",1,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
743,3846,0,47,0,12,"$40,363",No,,z_No,M,z_High School,z_Blue Collar,36,Commercial,"$11,120",1,Pickup,yes,"$30,981",2,Yes,2,1,Highly Urban/ Urban
744,6787,0,38,0,15,"$61,749",No,"$138,681",Yes,M,Bachelors,Professional,21,Private,"$16,800",6,Minivan,no,"$1,191",3,No,2,,Highly Urban/ Urban
745,4715,0,48,0,13,"$45,819",No,"$161,549",Yes,M,z_High School,Manager,27,Private,"$6,080",6,Pickup,no,"$25,622",1,Yes,4,9,Highly Urban/ Urban
749,4052,0,37,2,12,"$35,738",No,"$138,610",Yes,z_F,z_High School,Clerical,46,Private,"$12,900",1,z_SUV,no,$0,0,No,1,1,Highly Urban/ Urban
750,6932,2,42,2,8,"$57,379",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,"$20,040",1,Sports Car,no,$0,0,Yes,2,1,Highly Urban/ Urban
751,3066,0,34,1,9,"$37,364",Yes,"$173,675",z_No,z_F,Masters,Lawyer,49,Private,"$8,640",8,z_SUV,no,"$43,725",3,Yes,1,1,Highly Urban/ Urban
752,5453,1,49,1,12,"$128,329",No,"$380,183",Yes,z_F,Masters,Lawyer,44,Private,"$23,000",1,Sports Car,no,"$1,448",2,No,6,18,Highly Urban/ Urban
754,2843,0,46,0,6,"$51,624",No,"$209,830",Yes,z_F,Masters,Home Maker,39,Private,"$12,850",1,z_SUV,no,"$5,863",3,No,4,21,Highly Urban/ Urban
755,9117,0,27,1,11,"$27,957",Yes,$0,z_No,M,z_High School,Clerical,28,Private,"$3,770",1,Minivan,no,"$5,581",3,No,2,10,z_Highly Rural/ Rural
756,2641,0,47,0,13,,No,$0,Yes,M,z_High School,Student,18,Commercial,"$6,880",6,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
758,1379,0,45,0,12,"$16,082",No,,Yes,M,<High School,Clerical,38,Commercial,"$9,580",4,Pickup,yes,"$4,253",1,No,0,1,Highly Urban/ Urban
759,5525,0,41,0,11,"$21,589",No,"$134,865",z_No,z_F,<High School,Clerical,55,Private,"$25,700",4,Minivan,no,$0,0,No,1,1,Highly Urban/ Urban
760,5745,0,41,0,8,"$60,314",No,,Yes,M,Bachelors,z_Blue Collar,9,Private,"$9,350",1,Minivan,yes,"$4,265",1,No,2,10,Highly Urban/ Urban
761,13003.1547,0,53,0,0,$0,No,$0,Yes,z_F,z_High School,Student,31,Commercial,"$12,530",6,Minivan,no,"$2,796",2,No,7,4,Highly Urban/ Urban
762,5185,2,58,3,18,"$9,750",No,$0,Yes,M,<High School,Student,50,Private,"$2,480",1,Minivan,yes,"$3,741",2,Yes,3,1,Highly Urban/ Urban
764,5013,0,36,0,11,"$34,329",No,"$156,793",Yes,M,<High School,z_Blue Collar,56,Commercial,"$8,530",9,Pickup,yes,$743,2,No,2,1,Highly Urban/ Urban
765,2519,0,39,0,12,"$33,570",No,"$189,197",z_No,M,Bachelors,Clerical,44,Private,"$7,410",1,Pickup,no,$0,0,Yes,4,11,z_Highly Rural/ Rural
766,5149.5382344,1,37,2,8,"$95,102",Yes,,z_No,z_F,Masters,Professional,32,Private,"$22,160",1,Pickup,no,$0,0,No,7,16,Highly Urban/ Urban
768,10106.49119,0,54,0,14,"$40,862",No,$0,z_No,z_F,Masters,Home Maker,48,Private,"$20,400",7,z_SUV,no,$0,0,No,0,17,Highly Urban/ Urban
769,5061,0,57,0,14,"$28,629",No,"$191,973",Yes,z_F,Masters,Lawyer,59,Private,"$10,060",6,z_SUV,no,"$4,478",3,No,8,,Highly Urban/ Urban
770,3207,0,40,2,14,"$50,401",Yes,"$149,910",z_No,z_F,z_High School,Clerical,5,Private,"$14,340",10,z_SUV,no,"$7,986",2,No,4,7,Highly Urban/ Urban
771,2489,0,52,0,11,"$84,438",No,$0,z_No,z_F,Masters,Manager,65,Private,"$16,940",1,Minivan,no,$0,0,No,1,17,Highly Urban/ Urban
772,1306,2,38,2,12,"$59,395",No,"$209,595",Yes,z_F,Masters,Lawyer,64,Private,"$11,240",1,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban
773,2736.8872816,0,40,0,12,"$130,381",No,"$324,844",Yes,M,Masters,,20,Commercial,"$5,500",3,Pickup,yes,"$7,756",2,No,4,20,Highly Urban/ Urban
775,5387,0,41,0,0,$0,No,"$83,235",Yes,z_F,Bachelors,Home Maker,40,Private,"$5,600",1,z_SUV,no,"$5,020",3,No,5,11,Highly Urban/ Urban
777,1155.2227128,2,40,2,13,"$65,759",No,"$236,449",Yes,z_F,z_High School,Professional,53,Private,"$12,080",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
778,5867,0,33,2,0,$0,No,$0,Yes,z_F,z_High School,Home Maker,32,Private,"$5,430",6,z_SUV,no,$0,0,Yes,3,9,Highly Urban/ Urban
779,3455,0,36,0,11,"$39,786",No,$0,z_No,M,z_High School,Manager,5,Private,"$15,960",4,Minivan,no,"$19,115",2,Yes,3,1,Highly Urban/ Urban
780,6855,0,55,0,14,"$17,049",No,"$86,562",Yes,M,<High School,Clerical,28,Private,"$8,740",10,Minivan,yes,"$7,153",1,No,4,5,Highly Urban/ Urban
781,854,0,34,1,11,"$62,708",No,"$233,154",Yes,z_F,Bachelors,Professional,48,Private,"$18,000",16,Pickup,no,"$51,345",3,Yes,1,1,Highly Urban/ Urban
782,4314,0,63,0,19,"$73,121",No,"$259,648",Yes,M,Masters,Lawyer,14,Private,"$20,840",13,z_SUV,no,$0,0,Yes,0,17,Highly Urban/ Urban
783,5727,0,42,0,10,,No,"$51,401",Yes,z_F,<High School,Home Maker,41,Private,"$5,800",7,Sports Car,no,"$8,834",1,No,1,9,Highly Urban/ Urban
784,531,0,52,0,15,"$47,042",No,"$191,400",z_No,M,z_High School,z_Blue Collar,15,Commercial,"$18,070",6,Van,yes,$0,0,Yes,3,9,Highly Urban/ Urban
785,23805.367236,0,42,2,13,"$88,995",Yes,$0,z_No,z_F,Bachelors,z_Blue Collar,45,Private,"$25,830",1,Sports Car,no,"$31,687",2,Yes,2,10,Highly Urban/ Urban
786,2360,1,43,1,10,"$119,341",Yes,"$338,327",z_No,z_F,PhD,Lawyer,35,Private,"$1,500",1,z_SUV,no,$0,0,No,1,15,Highly Urban/ Urban
787,6480,0,37,0,0,$0,No,"$90,224",Yes,M,z_High School,Student,29,Commercial,"$29,330",1,Panel Truck,yes,"$9,512",2,No,1,1,Highly Urban/ Urban
789,5021,0,48,0,9,"$56,910",No,,z_No,z_F,Bachelors,Professional,36,Private,"$9,430",6,z_SUV,no,"$1,524",1,No,5,12,Highly Urban/ Urban
790,3857,0,53,0,13,"$140,694",No,$0,z_No,M,PhD,,28,Commercial,"$21,750",9,Van,yes,$0,0,No,0,17,Highly Urban/ Urban
791,2729,0,54,0,11,"$127,589",No,$0,z_No,z_F,Masters,Lawyer,58,Private,"$20,810",6,Minivan,no,$0,0,No,0,15,Highly Urban/ Urban
792,1076,1,39,3,0,$0,Yes,$0,z_No,z_F,Bachelors,Home Maker,39,Private,"$6,580",1,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
793,3257,0,46,0,9,,No,$0,z_No,z_F,Masters,Lawyer,36,Private,"$11,910",1,Sports Car,no,"$9,868",1,No,0,18,Highly Urban/ Urban
795,8876,3,39,3,14,"$44,293",Yes,"$228,387",z_No,z_F,Masters,Manager,37,Private,"$9,830",1,Sports Car,no,"$5,957",3,No,6,,Highly Urban/ Urban
796,4896,0,51,0,12,"$101,859",No,"$272,958",Yes,z_F,PhD,Professional,48,Private,"$13,390",4,Sports Car,no,$0,0,Yes,0,17,z_Highly Rural/ Rural
797,2517,0,55,0,13,"$33,519",No,"$232,836",Yes,z_F,Bachelors,Clerical,61,Private,"$14,760",1,z_SUV,no,$0,0,No,3,5,Highly Urban/ Urban
798,2513,3,42,3,12,"$24,177",Yes,"$118,852",z_No,z_F,<High School,Clerical,42,Private,"$21,200",13,Minivan,no,"$39,717",3,Yes,4,1,z_Highly Rural/ Rural
800,4148,0,36,3,16,"$30,033",No,"$107,743",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$16,310",10,z_SUV,no,$0,0,Yes,0,12,Highly Urban/ Urban
801,1441,0,55,0,11,"$42,304",No,$0,z_No,M,Bachelors,Professional,24,Commercial,"$31,210",6,Panel Truck,yes,"$6,978",2,No,4,1,Highly Urban/ Urban
802,6647,0,29,4,0,$0,No,$0,Yes,z_F,Bachelors,Student,38,Commercial,"$20,570",4,Pickup,no,$0,0,No,2,9,Highly Urban/ Urban
804,14584.560692,3,42,3,15,"$96,752",No,"$274,947",Yes,M,Masters,Manager,22,Private,"$13,860",10,Minivan,yes,$0,0,No,0,13,Highly Urban/ Urban
805,7801,0,42,1,10,"$134,520",Yes,"$342,728",z_No,M,Masters,Lawyer,36,Private,"$5,700",1,Pickup,no,"$2,308",1,No,2,12,Highly Urban/ Urban
808,17001.251339,0,17,0,6,"$40,015",No,"$152,243",z_No,M,z_High School,z_Blue Collar,50,Commercial,"$23,400",7,Panel Truck,yes,"$2,047",2,No,7,1,Highly Urban/ Urban
809,3667,0,49,0,9,"$13,394",No,$0,z_No,M,<High School,Student,37,Commercial,"$21,190",13,Van,yes,"$3,653",3,No,0,5,Highly Urban/ Urban
810,16677.67731,3,36,3,14,"$102,147",No,"$270,030",Yes,M,<High School,z_Blue Collar,28,Private,"$15,310",4,Minivan,no,"$6,455",1,No,2,7,Highly Urban/ Urban
812,3005,0,31,0,8,"$67,842",No,$0,z_No,M,Bachelors,z_Blue Collar,49,Commercial,"$4,600",7,Pickup,yes,$0,0,Yes,0,1,Highly Urban/ Urban
813,3456,0,47,0,10,"$64,777",No,"$237,421",z_No,z_F,Masters,,47,Commercial,"$31,120",4,Van,no,"$23,078",2,Yes,3,,Highly Urban/ Urban
814,3261,0,46,0,,"$57,136",No,"$192,619",Yes,M,z_High School,Professional,55,Commercial,"$11,810",8,Pickup,yes,"$8,446",1,No,7,8,Highly Urban/ Urban
815,6978,2,45,3,12,"$72,738",Yes,$0,z_No,z_F,Bachelors,Professional,52,Private,"$15,420",1,z_SUV,no,"$2,448",3,No,8,1,Highly Urban/ Urban
817,2297,0,38,0,8,"$52,506",No,"$210,236",Yes,z_F,z_High School,Professional,56,Commercial,"$41,570",3,Panel Truck,no,"$10,584",2,No,4,10,Highly Urban/ Urban
820,4234,0,34,1,12,"$91,832",No,"$291,888",Yes,z_F,Bachelors,Manager,37,Commercial,"$24,910",7,Pickup,no,"$4,317",1,No,1,5,Highly Urban/ Urban
821,9136.2312218,0,50,0,14,"$73,277",No,"$205,265",z_No,z_F,z_High School,z_Blue Collar,41,Commercial,"$7,230",6,z_SUV,no,"$13,102",2,No,4,9,Highly Urban/ Urban
822,2854,0,51,0,0,,No,$0,z_No,M,z_High School,Student,34,Commercial,"$19,630",4,Van,yes,"$6,061",2,No,7,1,Highly Urban/ Urban
823,3585,0,41,2,14,"$53,940",No,"$182,684",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$24,510",1,Pickup,no,"$24,295",1,Yes,3,1,Highly Urban/ Urban
824,1763,0,40,0,9,"$49,182",No,"$186,066",Yes,M,Bachelors,z_Blue Collar,28,Commercial,"$10,420",4,Pickup,no,$0,0,No,0,13,Highly Urban/ Urban
825,3340,3,41,3,13,"$57,371",No,"$153,181",Yes,z_F,z_High School,z_Blue Collar,69,Commercial,"$28,600",1,Pickup,no,"$1,858",4,No,3,7,Highly Urban/ Urban
826,3365,0,60,1,13,"$144,202",Yes,$0,z_No,M,Bachelors,Professional,50,Private,"$21,970",6,Van,yes,"$40,682",1,No,6,,Highly Urban/ Urban
827,4926,0,44,0,0,$0,No,$0,z_No,M,z_High School,Student,44,Commercial,"$5,900",4,Pickup,yes,"$33,385",2,Yes,0,,Highly Urban/ Urban
828,3292,1,41,1,10,"$29,020",Yes,$0,z_No,z_F,z_High School,Manager,45,Commercial,"$18,050",7,Pickup,no,"$3,728",1,No,8,,Highly Urban/ Urban
829,18323.283751,0,31,1,12,"$22,654",Yes,$0,z_No,z_F,<High School,z_Blue Collar,38,Private,"$23,250",1,Pickup,no,$0,0,No,2,6,Highly Urban/ Urban
830,978.35138072,0,51,0,10,"$65,678",No,$0,z_No,M,z_High School,Manager,57,Private,"$6,600",6,Pickup,no,$0,0,No,0,1,Highly Urban/ Urban
832,73783.465918,0,37,0,7,"$61,790",No,$0,z_No,M,z_High School,z_Blue Collar,32,Commercial,"$21,460",3,Van,no,$0,0,No,0,7,Highly Urban/ Urban
833,3901,0,48,0,15,"$134,640",No,$0,z_No,z_F,Masters,Lawyer,38,Private,"$10,000",4,z_SUV,no,$0,0,No,3,23,Highly Urban/ Urban
834,980,0,30,2,0,$0,Yes,$0,z_No,z_F,z_High School,Student,55,Commercial,"$4,500",1,z_SUV,no,$0,0,Yes,0,8,Highly Urban/ Urban
836,6003,1,43,2,11,"$96,011",Yes,"$320,017",z_No,z_F,Bachelors,Professional,39,Private,"$22,070",3,z_SUV,no,"$44,668",1,Yes,0,4,Highly Urban/ Urban
838,5301,1,38,2,13,"$46,061",Yes,$0,z_No,z_F,Bachelors,Clerical,39,Private,"$18,910",1,Minivan,no,$0,0,No,3,9,Highly Urban/ Urban
839,4389,3,43,3,15,"$69,245",No,"$245,316",Yes,M,Masters,Manager,16,Private,"$3,520",1,Minivan,no,"$8,167",2,No,5,,Highly Urban/ Urban
840,7136,0,45,3,0,$0,No,"$63,103",Yes,M,<High School,Student,23,Commercial,"$7,640",1,Pickup,yes,$0,0,No,0,1,Highly Urban/ Urban
842,4042,2,36,3,0,$0,Yes,$0,z_No,M,<High School,Student,47,Private,"$5,100",9,Pickup,no,"$7,205",2,No,1,8,Highly Urban/ Urban
843,4930,1,42,1,10,"$58,489",Yes,$0,z_No,z_F,Masters,Lawyer,9,Private,"$11,550",6,z_SUV,no,"$43,863",1,Yes,1,12,Highly Urban/ Urban
844,1030,0,53,0,12,"$189,052",No,$0,z_No,M,PhD,Doctor,31,Private,"$12,550",3,Minivan,yes,"$2,045",4,No,0,1,Highly Urban/ Urban
845,8363,0,33,1,10,"$23,953",Yes,$0,z_No,z_F,z_High School,Clerical,39,Private,"$10,650",8,z_SUV,no,"$32,044",1,Yes,2,8,Highly Urban/ Urban
847,50817.958995,1,38,2,13,"$39,005",Yes,$0,z_No,M,<High School,z_Blue Collar,45,Commercial,"$9,200",4,Pickup,yes,"$3,255",1,No,10,1,Highly Urban/ Urban
848,2877,0,31,1,10,"$16,715",Yes,"$85,406",z_No,M,z_High School,Clerical,32,Commercial,"$6,190",6,Pickup,no,"$5,900",1,No,7,1,z_Highly Rural/ Rural
849,5704,0,49,0,12,"$106,161",No,"$282,961",Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,"$18,020",1,z_SUV,no,$0,0,No,0,16,Highly Urban/ Urban
850,5853,0,38,2,14,"$25,570",Yes,$0,z_No,z_F,z_High School,Clerical,49,Private,"$13,200",7,z_SUV,no,$0,0,No,6,1,Highly Urban/ Urban
851,6035,0,57,0,11,"$77,631",No,$0,z_No,z_F,z_High School,Manager,44,Private,"$26,180",7,Pickup,no,"$3,090",2,No,0,1,Highly Urban/ Urban
852,6156,0,40,0,11,"$67,700",No,$0,z_No,z_F,z_High School,z_Blue Collar,16,Commercial,"$12,270",10,z_SUV,no,"$5,722",2,No,6,1,Highly Urban/ Urban
853,5252,0,34,4,,"$113,522",Yes,,z_No,M,Bachelors,z_Blue Collar,33,Commercial,"$18,420",1,Van,no,"$7,258",1,No,2,,Highly Urban/ Urban
854,4782,1,40,2,16,"$16,641",No,$0,Yes,M,Bachelors,Student,32,Commercial,"$22,930",6,Panel Truck,yes,$0,0,No,0,10,Highly Urban/ Urban
855,864,0,43,0,8,"$66,613",No,"$197,000",Yes,M,Masters,,40,Commercial,"$5,800",5,Pickup,yes,"$6,646",2,No,5,16,Highly Urban/ Urban
857,22284.572607,0,33,3,0,$0,Yes,$0,z_No,z_F,<High School,Home Maker,19,Private,"$15,990",1,Minivan,no,$0,0,No,2,6,Highly Urban/ Urban
858,2729,0,22,1,0,$0,Yes,"$53,636",z_No,z_F,z_High School,Home Maker,54,Private,"$1,500",18,z_SUV,yes,$0,0,No,0,1,Highly Urban/ Urban
859,1254,0,33,2,11,"$19,894",No,"$156,233",Yes,z_F,z_High School,z_Blue Collar,52,Commercial,"$6,790",10,Sports Car,no,"$16,816",1,Yes,0,7,Highly Urban/ Urban
860,6726,1,43,2,11,"$77,030",Yes,"$233,339",z_No,M,PhD,,5,Commercial,"$22,230",4,Van,yes,"$10,064",2,No,0,21,Highly Urban/ Urban
864,3636,0,36,0,13,"$64,755",No,"$244,414",Yes,M,<High School,z_Blue Collar,57,Commercial,"$23,420",4,Panel Truck,no,"$3,174",2,No,4,1,Highly Urban/ Urban
866,41076.869667,0,50,0,9,"$41,696",No,"$210,765",z_No,z_F,Bachelors,Home Maker,23,Private,"$24,920",1,z_SUV,no,"$6,902",1,No,6,11,Highly Urban/ Urban
867,4552,0,31,1,0,$0,No,$0,Yes,M,<High School,Student,29,Private,"$21,390",1,Van,yes,$0,0,No,0,1,Highly Urban/ Urban
868,2545,0,59,0,17,"$85,596",No,"$276,908",Yes,z_F,PhD,Doctor,53,Private,"$15,960",1,z_SUV,no,$0,0,No,0,14,Highly Urban/ Urban
869,3111,0,55,0,12,"$39,833",No,"$156,508",Yes,z_F,z_High School,z_Blue Collar,32,Private,"$5,480",12,Sports Car,no,"$8,806",1,No,3,1,Highly Urban/ Urban
870,4298,0,51,0,14,"$15,732",No,"$104,143",Yes,z_F,Bachelors,Home Maker,45,Private,"$1,500",1,z_SUV,no,"$5,379",3,No,7,12,Highly Urban/ Urban
872,2222,1,37,2,13,"$31,212",No,"$155,824",Yes,M,z_High School,Clerical,36,Private,"$10,100",1,Pickup,yes,"$11,626",2,No,0,1,Highly Urban/ Urban
873,2037,1,53,2,,"$29,080",No,"$143,650",Yes,M,<High School,Clerical,34,Private,"$14,650",3,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
874,4549,0,37,2,8,"$82,971",No,"$240,550",Yes,z_F,Masters,,40,Commercial,"$23,710",1,Pickup,no,$0,0,No,2,13,Highly Urban/ Urban
875,6542,0,46,0,12,"$56,006",No,"$190,938",Yes,M,Bachelors,Professional,52,Commercial,"$11,700",6,Pickup,yes,$712,1,No,6,8,Highly Urban/ Urban
876,3897,2,38,3,14,"$51,620",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,50,Commercial,"$10,460",9,Minivan,no,$0,0,Yes,0,6,Highly Urban/ Urban
877,6113,0,55,0,13,"$35,916",No,"$151,830",Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,"$17,290",1,z_SUV,no,"$46,761",1,Yes,6,5,Highly Urban/ Urban
878,4751,0,48,0,3,,No,$0,z_No,z_F,Masters,Lawyer,47,Private,"$20,860",1,z_SUV,no,"$6,038",1,No,8,12,Highly Urban/ Urban
882,2601,0,47,0,8,,No,"$186,797",Yes,z_F,z_High School,z_Blue Collar,17,Commercial,"$18,400",9,z_SUV,no,$0,0,No,1,9,Highly Urban/ Urban
883,7534,0,38,0,9,"$2,726",No,$0,Yes,M,<High School,Student,51,Private,"$1,770",1,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
884,19866.585887,0,52,0,12,"$112,512",No,$0,z_No,M,PhD,,33,Commercial,"$37,550",3,Panel Truck,yes,$0,0,No,2,14,Highly Urban/ Urban
886,45338.487343,0,33,3,15,"$39,662",No,,Yes,z_F,z_High School,Clerical,27,Private,"$11,470",3,z_SUV,no,"$2,248",3,No,8,8,Highly Urban/ Urban
888,4974,2,45,3,7,,No,"$181,752",Yes,z_F,Bachelors,Student,38,Private,"$19,360",7,Sports Car,no,$0,0,No,0,,Highly Urban/ Urban
889,8697.2751823,0,26,1,12,"$35,262",Yes,$0,z_No,M,<High School,z_Blue Collar,25,Private,"$15,110",3,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
890,6255,0,57,0,0,,No,$0,Yes,M,<High School,Student,7,Private,"$21,550",3,Minivan,no,"$42,944",1,Yes,0,1,Highly Urban/ Urban
